file,status,match_method,match_confidence,changed_fields,doi_json,doi_zotero,doi_conflict,pdf_basename,title_norm,error
out/batch_processed/nebulized TXA review.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1007/s00408-024-00780-5,,Ye et al. - 2025 - Nebulized Tranexamic Acid in the Management of Hemoptysis An Integrative Review.pdf,,
out/batch_processed/normal_saline_versus_hypertonic_saline_for_airway.json,changed,author_year,0.9,title;year_norm;doi;journal;abstract;volume;issue;issn;url,,10.1097/lbr.0000000000000986,,Salguero et al. - 2024 - Normal Saline Versus Hypertonic Saline for Airway STENT Maintenance SALTY STENT Study.pdf,,
out/batch_processed/percutaneous_endoscopic_gastrostomy__a_practic.json,changed,override:doi,1.0,title;year_norm;authors;journal;abstract;volume;issue;pages;issn;url,,10.1097/sga.0000000000000150,,"Friginal-Ruiz and Lucendo - 2015 - Percutaneous Endoscopic Gastrostomy A Practical Overview on Its Indications, Placement Conditions,.pdf",,
out/batch_processed/rapid_pleurodesis_in_patients_with_chronic.json,unmatched,,,,,,,,rapid pleurodesis in patients with chronic noninfectious pleural effusion,
out/batch_processed/ratwani-et-al-2025-post-thoracentesis-ultrasound-vs-chest-x-ray-for-the-evaluation-of-effusion-evacuation-and-lung-re.json,unmatched,,,,,,,,post thoracentesis ultrasound versus chest radiography for the evaluation of effusion evacuation and lung reexpansion a multicenter study,
out/batch_processed/safety_and_clinical_utility_of_flexible.3.json,changed,title_exact,1.0,title;year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1097/lbr.0000000000000203,,Sriratanaviriyakul et al. - 2015 - Safety and Clinical Utility of Flexible Bronchoscopic Cryoextraction in Patients With Non-neoplasm T.pdf,,
out/batch_processed/surigicalLVR A randomized trial comparing lung-volume-reduc.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1056/nejmoa0900928,,Sciurba et al. - 2010 - A Randomized Study of Endobronchial Valves for Advanced Emphysema.pdf,,
out/batch_processed/surigicalLVR Consolidating LVRS After Endoscopic LVR Failur.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.athoracsur.2020.06.148,,Eichhorn et al. - 2021 - Consolidating Lung Volume Reduction Surgery After Endoscopic Lung Volume Reduction Failure.pdf,,
out/batch_processed/surigicalLVR Decker-2014-Lung volume reduction surgery sinc.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtcvs.2014.02.005,,Decker et al. - 2014 - Lung volume reduction surgery since the National Emphysema Treatment Trial Study of Society of Thor.pdf,,
out/batch_processed/surigicalLVR Lung Volume Reduction Surgery on Extracorporea.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.athoracsur.2016.07.071,,Tzafos et al. - 2017 - Lung Volume Reduction Surgery on Extracorporeal Life Support.pdf,,
out/batch_processed/surigicalLVR Rationale and design of The NETT Trial.json,changed,override:doi,1.0,authors;issn;url,,10.1378/chest.116.6.1750,,Group The National Emphysema Treatment Trial Research - 1999 - Rationale and Design of the National Emphysema Treatment Trial.pdf,,
out/batch_processed/tana-et-al-2025-airway-scairway-scaffolds-for-emphysema.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1164/rccm.202502-0378oc,,Tana et al. - 2025 - Airway Scaffolds for Emphysema-related Hyperinflation Six-Month Results from the BREATHE Trial.pdf,,
out/batch_processed/the_impact_of_video_assisted_thoracoscopic_versus.4.json,changed,author_year,0.9,title;year_norm;authors;doi;journal;abstract;volume;issue;issn;url,,10.1097/lbr.0000000000001007,,Lin et al. - 2025 - The Impact of Video-assisted Thoracoscopic Versus Percutaneous Tunneled Pleural Catheter Techniques.pdf,,
out/batch_processed/transbronchial ablation Miller.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1007/s13665-023-00329-6,,Miller and Cheng - 2024 - Transbronchial Tumor Ablation.pdf,,
out/batch_processed/transbronchial__ablation_NAVABLATE.json,unmatched,,,,,,,,transbronchial microwave ablation of peripheral lung tumors,
out/batch_processed/update_on_airway_stents.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1097/mcp.0000000000000486,,Sabath and Ost - 2018 - Update on airway stents.pdf,,
